movie_id,movie_title,tags
10202,bedtime stories,Fantasy Comedy Family Romance wishescometrue escapade disorder imaginary miraculousevent imaginarykingdom lifeturnedupsidedown nothinggoesright AdamSandler KeriRussell GuyPearce AdamShankman
4147,road to perdition,Thriller Crime Drama basedongraphicnovel homework shotinthechin softboiledegg learningtodrive spoiledson scarredface thompsonsubmachinegun frostonawindow cauterizingawound libertyhalfdollar TomHanks TylerHoechlin JenniferJasonLeigh SamMendes
50546,just go with it,Romance Comedy beach fictitiousmarriage blackmail plasticsurgery marriage love beautifulwoman kidsandfamily AdamSandler JenniferAniston NicoleKidman DennisDugan
1701,con air,Action Thriller Crime prison ambush helicopter airport gasstation undercover mexicanstandoff bravery hijacking escape shootout u.s.marshal lasvegas explosion brutality violence convict desert warhero deaagent motorcyclechase NicolasCage JohnCusack JohnMalkovich SimonWest
13027,eagle eye,Mystery Thriller Action artificialintelligence washingtond.c secretidentity hostage technology fbi pentagon twinbrother fbiagent ShiaLaBeouf MichelleMonaghan RosarioDawson D.J.Caruso
2289,cold mountain,Drama lossoflover lossoffamily deserter lossoffather loveofone'slife JudeLaw NicoleKidman RenéeZellweger AnthonyMinghella
20504,the book of eli,Action Thriller ScienceFiction book postapocalyptic dystopia faith blind DenzelWashington GaryOldman MilaKunis AlbertHughes AllenHughes
9574,flubber,Comedy Family ScienceFiction weddingvows inventor slime green flight madscientist wedding RobinWilliams MarciaGayHarden ChristopherMcDonald LesMayfield
11618,the haunting,Horror Thriller Fantasy Mystery basedonnovel trauma castle hauntedhouse insomnia bone poster painting remake haunting childlabor audiorecording spiralstaircase evil loner researcher insomniac paranormalactivity logbook  strangenoise spook cherub LiamNeeson CatherineZetaJones OwenWilson JandeBont
2300,space jam,Animation Comedy Drama Family Fantasy sport basketball doctor basketballteam basketballgame referee basketballcourt tweetybird speedygonzales cartoonchicken sylvesterthecat cartoonrealitycrossover basketballhoop cartoonskunk MichaelJordan WayneKnight BillyWest JoePytka
12096,the pink panther,Action Comedy Crime Mystery Family robbery investigation inspector killer clouseau pinkpanther murderhunt SteveMartin KevinKline JeanReno ShawnLevy
10200,the day the earth stood still,Drama ScienceFiction Thriller extraterrestrialtechnology spacecraft ultimatum evacuation panic government remake ufo alien endoftheworld giantrobot tank socialcommentary poweroutage interrogation environmentalism threat aliencontact centralpark messenger nanobots disintegration KeanuReeves JenniferConnelly KathyBates ScottDerrickson
8834,conspiracy theory,Action Drama Mystery Thriller newyork cia helicopter assassin secret obsession taxidriver fbi paranoia wheelchair chase theory politics government control coverup murder suspense conspiracy torture flashback target geronimo newsletter MelGibson JuliaRoberts PatrickStewart RichardDonner
228150,fury,War Drama Action worldwarii nazis war nazigermany panzer tank BradPitt ShiaLaBeouf LoganLerman DavidAyer
6068,six days seven nights,Action Adventure Comedy Romance overleven familyguy HarrisonFord AnneHeche DavidSchwimmer IvanReitman
41515,yogi bear,Comedy Family Animation Adventure picnic sandwich bear 3d yogi DanAykroyd JustinTimberlake AnnaFaris EricBrevig
9023,spirit: stallion of the cimarron,Western Animation Adventure Comedy Family humanbeing freedom mustang rivalry wildlife animation cavalry indianwar eyebrow wildhorse MattDamon JamesCromwell DanielStudi KellyAsbury LornaCook
38317,zookeeper,Comedy Romance Family talkinganimal scientist germanaccent ostrich monkey bullfrog cardealership duringcreditsstinger KevinJames RosarioDawson SylvesterStallone FrankCoraci
2157,lost in space,Adventure Family ScienceFiction timetravel sabotage deepspaceexplorer GaryOldman WilliamHurt MattLeBlanc StephenHopkins
14462,the manchurian candidate,Drama Thriller Mystery senator gulfwar canoe kuwait conspiracy warhero u.s.congress implant DenzelWashington MerylStreep LievSchreiber JonathanDemme
161795,déjà vu,Romance Drama love american pin stranger ruby StephenDillane VictoriaFoyt VanessaRedgrave HenryJaglom
159824,hotel transylvania 2,Animation Comedy Family transylvania hotel witch technology magic mummy dracula skeleton onlychild backpacker marriage frankenstein wolfman zombie movingout invisibleman newlife AdamSandler AndySamberg SelenaGomez GenndyTartakovsky
49948,fantasia 2000,Animation Family Music orchestra musicalsegments SteveMartin ItzhakPerlman QuincyJones JamesAlgar DonHahn GaëtanBrizzi PaulBrizzi EricGoldberg HendelButoy FrancisGlebas PixoteHunt
2135,the time machine,ScienceFiction Adventure Action future timemachine GuyPearce MarkAddy PhyllidaLaw SimonWells
9822,mighty joe young,Action Adventure Family Fantasy gorilla dyinganddeath CharlizeTheron RadeSerbedzija BillPaxton RonUnderwood
9705,swordfish,Action Crime Thriller femalenudity hacker terrorism violence excon wire losangelesinternationalairport(lax) misdirection aftercreditsstinger JohnTravolta HughJackman HalleBerry DominicSena
1656,the legend of zorro,Action Adventure california spy fathersonrelationship mexico hero marriagecrisis swordfight divorce americancivilwar AntonioBanderas CatherineZetaJones AdriánAlonsoBarona MartinCampbell
12159,what dreams may come,Drama Fantasy Romance paradise soul underworld heaven painting hell afterlife spiritism RobinWilliams CubaGoodingJr AnnabellaSciorra VincentWard
9678,little nicky,Comedy Fantasy Romance fathersonrelationship brothersisterrelationship mephisto bulldogg AdamSandler PatriciaArquette HarveyKeitel StevenBrill
4442,the brothers grimm,Adventure Fantasy Action Comedy Thriller brotherbrotherrelationship literature aftercreditsstinger HeathLedger MattDamon MackenzieCrook TerryGilliam
75,mars attacks!,Comedy Fantasy ScienceFiction savingtheworld totaldestruction whitehouse mars usapresident cataclysm lasergun ambassador congress pest flyingsaucer JackNicholson GlennClose AnnetteBening TimBurton
330770,evolution,Mystery Drama Horror nurse sea beach boy pregnant blood womandirector MaxBrebant RoxaneDuran JulieMarieParmentier LucileHadzihalilovic
9433,the edge,Action Adventure Drama photographer grizzlybear wilderness airplane supermodel emergencylanding suspense survival bear animalhorror AlecBaldwin AnthonyHopkins ElleMacpherson LeeTamahori
19959,surrogates,Action ScienceFiction Thriller clone dystopia BruceWillis RadhaMitchell RosamundPike JonathanMostow
11973,thirteen days,Drama Thriller usapresident atomicbomb johnf.kennedy kubakrise threat KevinCostner BruceGreenwood StevenCulp RogerDonaldson
11228,daylight,Action Adventure Thriller taxi newjersey helicopter river hero taxidriver raceagainsttime guard survival disaster newyorkcity explosion poweroutage dog trapped flood tunnel christmas trappedunderground actionhero SylvesterStallone AmyBrenneman ViggoMortensen RobCohen
77951,walking with dinosaurs,Animation Family Adventure dinosaur 3d CharlieRowe JustinLong KarlUrban BarryCook NeilNightingale
5491,battlefield earth,Action ScienceFiction War basedonnovel postapocalyptic dystopia mining fighterjet alieninvasion scientology cavemen bureaucrat cityruin JohnTravolta BarryPepper ForestWhitaker RogerChristian
10715,looney tunes: back in action,Animation Comedy Family spy duck bunny wretch filmindustry liveactionandanimation BrendanFraser JennaElfman SteveMartin JoeDante
10197,nine,Drama Music Romance memory sidewalkcafe roomkey drivingacar coastline stairway searchformeaning sequins singingphotograph slidingdownapole costumedesigner duringcreditsstinger 1960s JudiDench DanielDayLewis MarionCotillard RobMarshall
9562,timeline,Action Adventure ScienceFiction professor timetravel quantummechanics hundredyears'war excavation laroque knight medievaltimes PaulWalker FrancesO'Connor GerardButler RichardDonner
9922,the postman,Drama Adventure usa post postman army apocalypse KevinCostner WillPatton OliviaWilliams KevinCostner
9447,babe: pig in the city,Adventure Comedy Drama Family Fantasy piggybank shortageofmoney pig farm piglet talkinganimal talkingdog dog chimpanzee talkingpig JamesCromwell MaryStein MickeyRooney GeorgeMiller
274854,the last witch hunter,Fantasy Action Adventure newyork witch uprising witchhunter VinDiesel RoseLeslie ElijahWood BreckEisner
8870,red planet,Thriller Action ScienceFiction mars future astronaut science catastrophe ValKilmer CarrieAnneMoss BenjaminBratt AntonyHoffman
9992,arthur and the invisibles,Adventure Fantasy Animation Family grandfathergrandsonrelationship wretch treasurehunt disappearance family fantasyworld FreddieHighmore MiaFarrow RonCrawford LucBesson
36970,oceans,Documentary Family ocean sea fish whale duringcreditsstinger PierceBrosnan JacquesPerrin RieMiyazawa JacquesPerrin JacquesCluzaud
10077,a sound of thunder,Thriller ScienceFiction Adventure Action dyinganddeath timetravel romance dinosaur HeikeMakatsch ArminRohde DavidOyelowo PeterHyams
76649,pompeii,Action Adventure History Romance Drama gladiator arena gladiatorfight lava roman forbiddenlove naturaldisaster epic disaster slave towninpanic vulcan volcaniceruption pompeii 3d KitHarington CarrieAnneMoss EmilyBrowning PaulW.S.Anderson
293644,top cat begins,Comedy Animation 3d JasonHarris DavidHoffman BillLobley AndrésCouturier
453,a beautiful mind,Drama Romance individual schizophrenia massachusetts loveofone'slife intelligence mathematician marketeconomy economictheory princetonuniversity nobelprize mathematicaltheorem m.i.t mathematics delusion RussellCrowe EdHarris JenniferConnelly RonHoward
8587,the lion king,Family Animation Drama lossofparents wildboar uncle shaman redemption king scar hyena meerkat JonathanTaylorThomas MatthewBroderick JamesEarlJones RogerAllers RobMinkoff
72545,journey 2: the mysterious island,Adventure Action ScienceFiction mission mysteriousisland missingperson duringcreditsstinger 3d DwayneJohnson JoshHutcherson KristinDavis BradPeyton
109451,cloudy with a chance of meatballs 2,Animation Family Comedy inventor food scientist BillHader AnnaFaris JamesCaan CodyCameron KrisPearn
9533,red dragon,Crime Thriller Horror psychopath serialkiller fbiagent AnthonyHopkins EdwardNorton RalphFiennes BrettRatner
2023,hidalgo,Western Adventure horserace horse racehorse ViggoMortensen ZuleikhaRobinson OmarSharif JoeJohnston
71880,jack and jill,Comedy duringcreditsstinger AdamSandler KatieHolmes AlPacino DennisDugan
584,2 fast 2 furious,Action Crime Thriller miami carrace sportscar losangeles car automobileracing PaulWalker TyreseGibson EvaMendes JohnSingleton
309809,the little prince,Adventure Animation Fantasy philosophy utopia airplane adventure dystopia littleboy growingup neighbor motherdaughterrelationship school oldman littlegirl crazy basedonchildren'sbook story socialdifferences 3d JeffBridges RachelMcAdams PaulRudd MarkOsborne
4858,the invasion,ScienceFiction Thriller remake alien escape alieninvasion alieninfection sleeping doppelganger newsreport textmessaging siren contamination NicoleKidman DanielCraig JeremyNortham OliverHirschbiegel JamesMcTeigue
17711,the adventures of rocky & bullwinkle,Action Adventure Animation Comedy Family adventure cartoon comedy breakingthefourthwall talkingtothecamera roadmovie celebritycameo ReneRusso JasonAlexander PiperPerabo DesMcAnuff
328111,the secret life of pets,Animation Family pet bunny anthropomorphism dog animal apartmentbuilding sewer terrier manhattannewyorkcity rodent mongrel LouisC.K EricStonestreet KevinHart ChrisRenaud
8698,the league of extraordinary gentlemen,Fantasy Action Thriller ScienceFiction savingtheworld vampire bite men invisibleman captainnemo allanquatermain venezia immortal SeanConnery PetaWilson ShaneWest StephenNorrington
93456,despicable me 2,Animation Comedy Family secretagent bakery fallinginlove fatherdaughterrelationship duringcreditsstinger firstdate minions 3d SteveCarell KristenWiig BenjaminBratt PierreCoffin ChrisRenaud
602,independence day,Action Adventure ScienceFiction spacecraft patriotism countdown independence invasion war ufo extraterrestrial spaceship alien battle WillSmith BillPullman JeffGoldblum RolandEmmerich
330,the lost world: jurassic park,Adventure Action ScienceFiction exoticisland dna paleontology tyrannosaurusrex velociraptor sandiego dinosaur jurassicpark animalhorror JeffGoldblum JulianneMoore PetePostlethwaite StevenSpielberg
953,madagascar,Family Animation lion hippopotamus giraffe penguin zebra BenStiller ChrisRock DavidSchwimmer EricDarnell TomMcGrath
9693,children of men,Drama Action Thriller ScienceFiction policestate hippie rebel miracle future dystopia chaos aging childlessness faith survival birth dying CliveOwen MichaelCaine JulianneMoore AlfonsoCuarón
36657,x-men,Adventure Action ScienceFiction mutant marvelcomic superhero basedoncomicbook superhuman PatrickStewart HughJackman IanMcKellen BryanSinger
8909,wanted,Action Thriller Crime assassin lossoffather secretsociety missionofmurder revenge AngelinaJolie JamesMcAvoy MorganFreeman TimurBekmambetov
9802,the rock,Action Adventure Thriller sanfrancisco fbi gasattack alcatraz hostagesituation fbiagent SeanConnery NicolasCage EdHarris MichaelBay
950,ice age: the meltdown,Animation Family Comedy Adventure mammoth sloth iceage barrierice icemelting iceberg flooding adventure lovers deluge sabertoothedtiger RayRomano JohnLeguizamo DenisLeary CarlosSaldanha
1824,50 first dates,Comedy Romance dejavu amnesia hawaii ladykiller romanticcomedy AdamSandler DrewBarrymore RobSchneider PeterSegal
2976,hairspray,Family Comedy Music Romance races dream dance television tvshow racepolitics coloured music equality schoolparty performance integration overweightwoman duel basedonstagemusical xenophobia basedonfilm 1960s JohnTravolta MichellePfeiffer ChristopherWalken AdamShankman
11026,exorcist: the beginning,Horror Mystery Thriller secret obsession exorcism remake priest goodvsevil paganism devil archaeologist demonicpossession relic crisisoffaith archaeologicaldig StellanSkarsgård IzabellaScorupco JamesD'Arcy RennyHarlin
332,inspector gadget,Action Adventure Comedy Family gadget MatthewBroderick RupertEverett JoelyFisher DavidKellogg
75656,now you see me,Thriller Crime paris bank secret fbi vault magic neworleans investigation heist conspiracy money escape newyorkcity lasvegas explosion JesseEisenberg MarkRuffalo WoodyHarrelson LouisLeterrier
38365,grown ups,Comedy overweight swing foot convertible arrow AdamSandler SalmaHayek MariaBello DennisDugan
594,the terminal,Comedy Drama newyork airport marriageproposal translation craftsman stewardess illegalimmigration languagebarrier jfkinternationalairport immigrationlaw fastfoodrestaurant securitycamera jazzmusician saxophonist autograph passport easterneurope friendship TomHanks CatherineZetaJones StanleyTucci StevenSpielberg
15189,hotel for dogs,Comedy Family adoption puppy pitbull orphan fosterhome animallover beagle duringcreditsstinger EmmaRoberts JakeT.Austin DonCheadle ThorFreudenthal
11678,vertical limit,Action Adventure Thriller himalaya pakistan climbing k2 mountaineering karakoram ChrisO'Donnell RobinTunney BillPaxton MartinCampbell
6538,charlie wilson's war,Comedy Drama History washingtond.c alcohol cia helicopter refugeecamp congress coldwar ladykiller rocketlauncher russian munition warinafghanistan dollar TomHanks PhilipSeymourHoffman JuliaRoberts MikeNichols
10555,shark tale,Animation Action Comedy Family fish hero missionofmurder threattodeath secretlove animation shark womandirector WillSmith RobertDeNiro RenéeZellweger VickyJenson BiboBergeron RobLetterman
1125,dreamgirls,Drama musicrecord manager blackpeople adultery soul showbusiness drugaddiction oscaraward musical deceivedwife recordingcontract backgroundsinger motown thesupremes recordproducer single singer singing detroit alcoholic extramaritalaffair musicband JamieFoxx BeyoncéKnowles EddieMurphy BillCondon
4551,be cool,Comedy Crime baseballbat widow recordingcontract recordingstudio russianmafia musicbusiness nightclub pawnshop JohnTravolta UmaThurman VinceVaughn F.GaryGray
612,munich,Drama Action History Thriller paris assassination israel hotelroom 1970s hostage intelligence olympicgames munich mossad israeli palestinian beirut ailulalaswad plo bombconstructor baadermeinhofgroup olympianvillage revenge EricBana DanielCraig CiaránHinds StevenSpielberg
9567,tears of the sun,Action Drama War u.s.army nigeria president BruceWillis MonicaBellucci ColeHauser AntoineFuqua
37821,killers,Action Comedy Thriller Romance assassin KatherineHeigl AshtonKutcher TomSelleck RobertLuketic
203801,the man from u.n.c.l.e.,Comedy Action Adventure spy coldwar remake basedontvseries buddycop russianspy americanspy HenryCavill ArmieHammer AliciaVikander GuyRitchie
2539,spanglish,Comedy upperclass mother singleparent parentskidsrelationship wifehusbandrelationship cook milieu illegalimmigration immigrant languagebarrier family'sdailylife platoniclove deceivedhusband classsociety hysteria biography unitedstates–mexicobarrier relationshipproblems class languagecourse single motherdaughterrelationship american mexican fatherfigure AdamSandler TéaLeoni PazVega JamesL.Brooks
9297,monster house,Animation Comedy Family Fantasy monster secret toy children neighbor mission child RyanNewman SteveBuscemi MitchelMusso GilKenan
3172,bandits,Action Comedy Crime Romance prison BruceWillis BillyBobThornton CateBlanchett BarryLevinson
6520,first knight,Action Adventure Drama Romance camelot knight kingarthur excalibur knightsoftheroundtable SeanConnery RichardGere JuliaOrmond JerryZucker
1439,anna and the king,Drama History Romance civilwar fathersonrelationship eastindiatradingcompany traitor deathpenalty thailand palace burma daughter royalty teacher battle denunciation JodieFoster ChowYunfat BaiLing AndyTennant
37958,immortals,Fantasy Action Drama poison army zeus poseidon spear MickeyRourke KellanLutz IsabelLucas TarsemSingh
2026,hostage,Mystery Drama Thriller Crime fbi kidnapping policeoperation homeinvasion hostagesituation hostagenegotiator BruceWillis KevinPollak JimmyBennett FlorentEmilioSiri
7450,titan a.e.,Animation Action ScienceFiction Family Adventure monster galaxy dystopia space alien animation mission MattDamon BillPullman DrewBarrymore GaryGoldman DonBluth
11375,hollywood homicide,Action Adventure Comedy Thriller rapmusic hitman HarrisonFord JoshHartnett LenaOlin RonShelton
9425,soldier,Action War ScienceFiction spacemarine dystopia alienplanet geneticengineering KurtRussell JasonScottLee JasonIsaacs PaulW.S.Anderson
25769,carriers,Action Drama Horror ScienceFiction Thriller beach desperation infection survival biohazard disease trust virus pandemic LouTaylorPucci ChrisPine PiperPerabo ÀlexPastor DavidPastor
23685,monkeybone,Adventure Fantasy Animation Action Comedy parallelworld organdonation horninessagent aftercreditsstinger BrendanFraser BridgetFonda JohnTurturro HenrySelick
11866,flight of the phoenix,Action Adventure Drama Thriller robbery water gobidesert disaster airplanecrash struggleforsurvival desert DennisQuaid TyreseGibson GiovanniRibisi JohnMoore
9741,unbreakable,ScienceFiction Thriller Drama fathersonrelationship trainaccident comicbook marriagecrisis invulnerability superhero suspense superpowers BruceWillis SamuelL.Jackson RobinWright M.NightShyamalan
211672,minions,Family Animation Adventure Comedy assistant aftercreditsstinger duringcreditsstinger evilmastermind minions 3d SandraBullock JonHamm MichaelKeaton KyleBalda PierreCoffin
23629,sucker punch,Action Fantasy Thriller brothel fantasy asylum reality escape robot violence inmate alternative imagination lobotomy EmilyBrowning AbbieCornish JenaMalone ZackSnyder
8688,snake eyes,Crime Mystery casino politicalactivism boxer missionofmurder boxingmatch suspense policeofficer witnesstomurder NicolasCage GarySinise JohnHeard BrianDePalma
10153,sphere,ScienceFiction ocean extraterrestrialtechnology spacemarine paranoia raumschiffabsturz alien psychologist oceanfloor deepsea DustinHoffman SharonStone SamuelL.Jackson BarryLevinson
153518,the angry birds movie,Family Animation island bird pig talkinganimal basedonvideogame angermanagement 3d JasonSudeikis JoshGad DannyMcBride FergalReilly ClayKaytis
8676,fool's gold,Romance Comedy Adventure helicopter cemetery boat mexicanstandoff sword cave shipwreck yacht bahamas jetski treasurehunt rivalry scubadiving gangster underwater divorce heiress exhusbandexwiferelationship henchmen MatthewMcConaughey KateHudson DonaldSutherland AndyTennant
20829,funny people,Comedy Drama comedian cancer bromance standupcomedian AdamSandler SethRogen LeslieMann JuddApatow
4349,the kingdom,Thriller Action Drama assassination assassin terrorist explosive fbi chase saudiarabia investigation police medicalexaminer terrorism fbiagent arab bombattack JamieFoxx JenniferGarner ChrisCooper PeterBerg
9718,talladega nights: the ballad of ricky bobby,Comedy northcarolina prayer familydinner advertising divorce motor automobileracing nascar dogtrainer carmovie sportcompetition psychosomaticillness frenchstereotype aftercreditsstinger duringcreditsstinger WillFerrell JohnC.Reilly SachaBaronCohen AdamMcKay
10808,dr. dolittle 2,Comedy Family Romance Fantasy veterinarian forest bear animal animalprotection EddieMurphy KristenWilson RavenSymoné SteveCarr
197,braveheart,Action Drama History War individual scotland inlovewithenemy legend independence idealism revolt tyranny MelGibson CatherineMcCormack SophieMarceau MelGibson
25,jarhead,Drama War sniper marinecorps saudiarabia petrol golfwar u.s.marine JamieFoxx JakeGyllenhaal ScottMacDonald SamMendes
35,the simpsons movie,Animation Comedy Family fathersonrelationship lake springfield thesimpsons duffbeer garbage pig pollution environmentalprotectionagency quarantine alcoholism love alaska dysfunctionalfamily dysfunctionalmarriage ecology savinglives firstlove duringcreditsstinger donuts DanCastellaneta JulieKavner NancyCartwright DavidSilverman
11086,the majestic,Drama Romance california falselyaccused prosecution anticommunism hollywood writer JimCarrey MartinLandau LaurieHolden FrankDarabont
10477,driven,Action competition running career idol racingcar KipPardue RobertSeanLeonard TilSchweiger RennyHarlin
1997,two brothers,Adventure Drama Family brotherbrotherrelationship lossofbrother cambodia chase tiger governor royalty travellingcircus archaeologist MaïAnhLe GuyPearce OanhNguyen JeanJacquesAnnaud
6947,the village,Drama Mystery Thriller secret forest ruralsetting blindness courtship mentallyhandicappedman humannature aura romantic villagecouncil BryceDallasHoward JoaquinPhoenix AdrienBrody M.NightShyamalan
3050,doctor dolittle,Comedy Family Fantasy talkingtoanimals womandirector EddieMurphy OssieDavis OliverPlatt BettyThomas
2675,signs,Drama Thriller ScienceFiction Mystery symbolism water farm faith alien familyrelationships ruralsetting alieninvasion rural cropcircle alienattack ruralpennsylvania ruralamerica ruralfarm lossoffaith alienencounter MelGibson JoaquinPhoenix RoryCulkin M.NightShyamalan
809,shrek 2,Adventure Animation Comedy Family Fantasy prison magic liberation honeymoon parentsinlaw kingdom enchantment dancingscene transformation fairytalefigure MikeMyers EddieMurphy CameronDiaz AndrewAdamson KellyAsbury ConradVernon
920,cars,Animation Adventure Comedy Family carrace carjourney villageandtown auto route66 wrecker porsche retirement media friendship sport anthropomorphism losangeles roadmovie aftercreditsstinger duringcreditsstinger OwenWilson PaulNewman BonnieHunt JohnLasseter JoeRanft
4806,runaway bride,Comedy Romance smalltown selfdiscovery justmarried reporter wedding relationship JuliaRoberts RichardGere JoanCusack GarryMarshall
7451,xxx,Action Adventure Thriller sportscar biologicalweapon coldwar russian prague mission athlete nsaagent adrenalinejunkie thrillseeker VinDiesel AsiaArgento SamuelL.Jackson RobCohen
228165,the spongebob movie: sponge out of water,Animation Adventure Comedy Family ocean sea star water comedy sponge spongebob liveactionandanimation TomKenny BillFagerbakke RodgerBumpass PaulTibbitt
3595,ransom,Action Thriller bounty lossofchild yellowpress fbi babysnatching suspense fbiagent millionaire MelGibson GarySinise DelroyLindo RonHoward
16869,inglourious basterds,Drama Action Thriller War paris guerrilla cinema selfsacrifice dynamite mexicanstandoff worldwarii jewpersecution jew nazis masochism sadism scalp winstonchurchill knifeinhand antisemitism gore swastika bloodbath germanoccupationoffrance violence gunviolence BradPitt MélanieLaurent ChristophWaltz QuentinTarantino
879,hook,Adventure Fantasy Comedy Family flying swordplay sword fantasy peterpan daughter fairytalefigure rescue RobinWilliams DustinHoffman JuliaRoberts StevenSpielberg
1573,die hard 2,Action Thriller ambush helicopter journalist basedonnovel airport handgrenade fistfight cop sequel snow dullesinternationalairport shootout officerinvolvedshooting terrorism explosion church violence sabotage walkietalkie swatteam airtrafficcontrol commandounit snowmobile BruceWillis BonnieBedelia WilliamAtherton RennyHarlin
9257,s.w.a.t.,Action Thriller Crime liberation transportofprisoners specialunit weapon losangeles SamuelL.Jackson ColinFarrell MichelleRodriguez ClarkJohnson
1903,vanilla sky,Drama Mystery Romance ScienceFiction Thriller amnesia exgirlfriend virtualreality TomCruise PenélopeCruz CameronDiaz CameronCrowe
9697,lady in the water,Drama Thriller Fantasy Mystery fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger PaulGiamatti JeffreyWright BobBalaban M.NightShyamalan
395,avp: alien vs. predator,Adventure ScienceFiction Action savingtheworld predator laserpointer spacemarine pyramid praise alien xenomorph SanaaLathan RaoulBova EwenBremner PaulW.S.Anderson
23398,alvin and the chipmunks: the squeakquel,Comedy Family Animation Fantasy Music chipmunk cgi basedontvseries aftercreditsstinger duringcreditsstinger womandirector ZacharyLevi DavidCross JasonLee BettyThomas
10590,we were soldiers,Action History War vietnamveteran missile vietnamwar army major basedontruestory steelhelmet soldier explosion battle bayonet death vietnamese MelGibson GregKinnear MadeleineStowe RandallWallace
117263,olympus has fallen,Action Thriller whitehouse secretservice terroristattack GerardButler AaronEckhart AngelaBassett AntoineFuqua
200,star trek: insurrection,ScienceFiction Action Adventure Thriller spaceopera retribution spacecraftofficer explodingship PatrickStewart JonathanFrakes BrentSpiner JonathanFrakes
44943,battle: los angeles,Action ScienceFiction savingtheworld hero marinecorps chaos retirement survivor meteor spaceinvasion alien battlefield survival sergeant losangeles battle danger escapade u.s.marine heroicmission evilalien chaosandmayham AaronEckhart RamónRodríguez WillRothhaar JonathanLiebesman
587,big fish,Adventure Fantasy Drama circus fathersonrelationship witch fish fishing loveofone'slife leech storyteller apoplecticstroke fair mermaid cancer relationship youth gentlegiant EwanMcGregor AlbertFinney BillyCrudup TimBurton
10395,wolf,Fantasy adultery heal bite werewolf JackNicholson ChristopherPlummer JamesSpader MikeNichols
57212,war horse,Drama War worldwari horse farmlife execution trapped alcoholic cavalry plowing artillery TomHiddleston BenedictCumberbatch TobyKebbell StevenSpielberg
152760,the monuments men,War Drama History Action worldwarii nazis arttheft postworldwarii MattDamon CateBlanchett GeorgeClooney GeorgeClooney
2756,the abyss,Adventure Action Thriller ScienceFiction ocean sea divingsuit flyingsaucer nuclearmissile alienlifeform insanity scubadiving underwater scuba deepsea trappedunderwater  thalassophobia EdHarris MaryElizabethMastrantonio MichaelBiehn JamesCameron
33909,wall street: money never sleeps,Drama Crime duringcreditsstinger MichaelDouglas ShiaLaBeouf JoshBrolin OliverStone
49017,dracula untold,Horror Action Drama Fantasy War vampire dracula bite battle 15thcentury ottomanempire vlad fangvamp tepes LukeEvans SarahGadon DominicCooper GaryShore
9882,the siege,Drama Action Thriller Crime islam muslim carbomb fbiagent DenzelWashington AnnetteBening BruceWillis EdwardZwick
2270,stardust,Adventure Fantasy Romance Family witch basedonnovel newlove prince beauty star kingdom wall fallingstar royalty unrequitedlove goodvsevil fratricide ClaireDanes CharlieCox MichellePfeiffer MatthewVaughn
978,seven years in tibet,Adventure Drama History buddhism himalaya austria mountains buddhistmonk worldwarii prisonersofwar monsoon tibet dalailama mountaineer lhasa wedding BradPitt JamyangJamtshoWangchuk DavidThewlis JeanJacquesAnnaud
44564,the dilemma,Comedy Drama adultery infidelity secret investigation friendship partner love friends dilemma cheatingonpartner bestfriend KevinJames VinceVaughn WinonaRyder RonHoward
3132,bad company,Action Adventure Comedy Thriller ambush cia assassin nightclub hustler hiddencamera decoy undercoveragent twinbrother deception betrayal mistakenidentity shootout espionage footchase carchase silencer surveillance agent impersonation langleyvirginia oddcouple AnthonyHopkins ChrisRock PeterStormare JoelSchumacher
8814,doom,Adventure Action Horror teleportation basedonvideogame severedear futurewar wisecrackhumor commandomission DwayneJohnson KarlUrban RosamundPike AndrzejBartkowiak
8427,i spy,Action Adventure Comedy Thriller budapest kidnapping boxer secretagent liberationofhostage hostagetaking womandirector EddieMurphy OwenWilson FamkeJanssen BettyThomas
52520,underworld: awakening,Fantasy Action Horror vampire daughter hybrid childvampire werewolf imax labexperiment werewolfchild fangvamp KateBeckinsale StephenRea MichaelEaly MånsMårlind BjörnStein
80585,rock of ages,Comedy Drama Music Romance musical rocker teenager younglove rocksta JulianneHough DiegoBoneta TomCruise AdamShankman
10592,hart's war,Drama War blackpeople worldwarii prisonersofwar u.s.army war escape tribunal trial soldier militarytribunal xenophobia BruceWillis ColinFarrell TerrenceHoward GregoryHoblit
49021,killer elite,Action Adventure Thriller rescue JasonStatham CliveOwen RobertDeNiro GaryMcKendry
11535,rollerball,Action ScienceFiction Thriller manager arena dystopia wrestling sport rollerskating motorcycleracing rollerskating futuresport ChrisKlein LLCoolJ RebeccaRomijn JohnMcTiernan
10550,ballistic: ecks vs. sever,Action Adventure Thriller lossoffamily enemy adversary agent AntonioBanderas LucyLiu GreggHenry WychKaosayananda
11258,hard rain,Thriller sheriff rain evacuation armoredcar crook hoodlum MorganFreeman ChristianSlater RandyQuaid MikaelSalomon
12610,osmosis jones,Adventure Animation Action Comedy Family cold flu lethalvirus constructionworker ChrisRock LaurenceFishburne DavidHydePierce BobbyFarrelly PeterFarrelly
59981,legends of oz: dorothy's return,Animation Music Family LeaMichele DanAykroyd PatrickStewart DanSt.Pierre
